Rating Period,Calendar Year,Model,County,Health Plan,Brand,Category of Aid,Lower Bound,Midpoint,Upper Bound,AWOP
07/2022-12/2022,2022,PACE,San Bernardino,InnovAge,InnovAge,Non-Dual,7504.08,7886.88,8302.94,9847.74
07/2022-12/2022,2022,PACE,Riverside,InnovAge,InnovAge,Full-Dual,4099.32,4307.54,4533.83,5164.21
07/2022-12/2022,2022,PACE,Riverside,InnovAge,InnovAge,Non-Dual,7504.08,7886.88,8302.94,9847.74
07/2022-12/2022,2022,PACE,Alameda,On Lok Lifeways,On Lok Lifeways,Full-Dual,6448.13,6762.94,7105.01,6857.71
07/2022-12/2022,2022,PACE,Alameda,On Lok Lifeways,On Lok Lifeways,Non-Dual,7342.88,7712.66,8114.55,10661.91
07/2022-12/2022,2022,PACE,Santa Clara,On Lok Lifeways,On Lok Lifeways,Full-Dual,6288.97,6597.72,6933.21,6572.52
07/2022-12/2022,2022,PACE,Santa Clara,On Lok Lifeways,On Lok Lifeways,Non-Dual,7907.35,8304.77,8736.67,10213.59
07/2022-12/2022,2022,PACE,San Francisco,On Lok Lifeways,On Lok Lifeways,Full-Dual,8156.64,8546.29,8969.63,8796.24
07/2022-12/2022,2022,PACE,San Francisco,On Lok Lifeways,On Lok Lifeways,Non-Dual,9001.79,9446.74,9930.25,12941.15
07/2022-12/2022,2022,PACE,Humboldt,Redwood Coast,Redwood Coast,Full-Dual,5528.2,5791.1,6076.72,7012.14
07/2022-12/2022,2022,PACE,Humboldt,Redwood Coast,Redwood Coast,Non-Dual,8274.66,8679.02,9118.4,11256.99
07/2022-12/2022,2022,PACE,San Diego,San Diego PACE,San Diego PACE,Full-Dual,4185.56,4388.69,4609.4,5566.11
07/2022-12/2022,2022,PACE,San Diego,San Diego PACE,San Diego PACE,Non-Dual,6678.3,7010.42,7371.34,9334.48
07/2022-12/2022,2022,PACE,San Diego,St. Paul's PACE,St. Paul's PACE,Full-Dual,3620.21,3798.07,3991.34,5566.11
07/2022-12/2022,2022,PACE,San Diego,St. Paul's PACE,St. Paul's PACE,Non-Dual,5704.84,5992.21,6304.54,9334.48
07/2022-12/2022,2022,PACE,Sacramento,Sutter Senior Care,Sutter Senior Care,Full-Dual,5699.95,5975.57,6275.04,6302.35
07/2022-12/2022,2022,PACE,Sacramento,Sutter Senior Care,Sutter Senior Care,Non-Dual,8010.56,8406.44,8836.63,9635.59
01/2022-6/2022,2022,PACE,San Joaquin,Stockton PACE,Stockton PACE,Full-Dual,5541.5,5809.24,6100.15,5934.45
01/2022-6/2022,2022,PACE,San Joaquin,Stockton PACE,Stockton PACE,Non-Dual,7823.31,8209.58,8629.34,10003.12
01/2022-6/2022,2022,PACE,Stanislaus,Stockton PACE,Stockton PACE,Full-Dual,5541.5,5809.24,6100.15,5934.45
01/2022-6/2022,2022,PACE,Stanislaus,Stockton PACE,Stockton PACE,Non-Dual,7823.31,8209.58,8629.34,10003.12
01/2022-6/2022,2022,PACE,San Diego,Family Health Center,Family Health Center,Full-Dual,4501.37,4719.82,4957.18,5566.11
01/2022-6/2022,2022,PACE,San Diego,Family Health Center,Family Health Center,Non-Dual,7153.78,7509.56,7896.19,9338.05
01/2022-6/2022,2022,PACE,San Diego,Gary & Mary West,Gary & Mary West,Full-Dual,4897.56,5135.24,5393.5,5566.11
01/2022-6/2022,2022,PACE,San Diego,Gary & Mary West,Gary & Mary West,Non-Dual,7403.93,7772.15,8172.31,9338.05
01/2022-6/2022,2022,PACE,Los Angeles,Pacific PACE,Pacific PACE,Full-Dual,4882.9,5119.56,5376.69,6422.25
01/2022-6/2022,2022,PACE,Los Angeles,Pacific PACE,Pacific PACE,Non-Dual,8233.15,8642.16,9086.64,9417.4
01/2022-6/2022,2022,PACE,Kern,Bakersfield,Bakersfield,Full-Dual,4690.11,4916.09,5161.61,5491.23
01/2022-6/2022,2022,PACE,Kern,Bakersfield,Bakersfield,Non-Dual,6503.85,6823.95,7171.78,10346.94
01/2022-6/2022,2022,PACE,Tulare,Bakersfield,Bakersfield,Full-Dual,4690.11,4916.09,5161.61,5491.23
01/2022-6/2022,2022,PACE,Tulare,Bakersfield,Bakersfield,Non-Dual,6503.85,6823.95,7171.78,10346.94
01/2022-6/2022,2022,PACE,Los Angeles,LA Coast,LA Coast,Full-Dual,4882.9,5119.56,5376.69,6422.25
01/2022-6/2022,2022,PACE,Los Angeles,LA Coast,LA Coast,Non-Dual,8233.15,8642.16,9086.64,9417.4
01/2022-6/2022,2022,PACE,San Joaquin,Central Valley,Central Valley,Full-Dual,5583.06,5852.81,6145.9,5934.45
01/2022-6/2022,2022,PACE,San Joaquin,Central Valley,Central Valley,Non-Dual,7881.96,8271.13,8694.04,10003.12
01/2022-6/2022,2022,PACE,Stanislaus,Central Valley,Central Valley,Full-Dual,5583.06,5852.81,6145.9,5934.45
01/2022-6/2022,2022,PACE,Stanislaus,Central Valley,Central Valley,Non-Dual,7881.96,8271.13,8694.04,10003.12
01/2022-6/2022,2022,PACE,Sacramento,InnovAge,InnovAge,Full-Dual,5142.73,5395.26,5669.67,6084.18
01/2022-6/2022,2022,PACE,Sacramento,InnovAge,InnovAge,Non-Dual,7900.18,8295.21,8724.52,9609.57
01/2022-6/2022,2022,PACE,Fresno,Sequoia,Sequoia,Full-Dual,4582.85,4806.0,5048.47,5384.69
01/2022-6/2022,2022,PACE,Fresno,Sequoia,Sequoia,Non-Dual,7930.83,8326.55,8756.59,9016.11
01/2022-6/2022,2022,PACE,Kings,Sequoia,Sequoia,Full-Dual,4582.85,4806.0,5048.47,5384.69
01/2022-6/2022,2022,PACE,Kings,Sequoia,Sequoia,Non-Dual,7930.83,8326.55,8756.59,9016.11
01/2022-6/2022,2022,PACE,Madera,Sequoia,Sequoia,Full-Dual,4582.85,4806.0,5048.47,5384.69
01/2022-6/2022,2022,PACE,Madera,Sequoia,Sequoia,Non-Dual,7930.83,8326.55,8756.59,9016.11
01/2022-6/2022,2022,PACE,Tulare,Sequoia,Sequoia,Full-Dual,4582.85,4806.0,5048.47,5384.69
01/2022-6/2022,2022,PACE,Tulare,Sequoia,Sequoia,Non-Dual,7930.83,8326.55,8756.59,9016.11
01/2022-6/2022,2022,PACE,San Francisco,North East Medical Services,North East Medical Services,Full-Dual,8278.99,8674.49,9104.17,8796.24
01/2022-6/2022,2022,PACE,San Francisco,North East Medical Services,North East Medical Services,Non-Dual,9136.77,9588.39,10079.16,12944.28
01/2022-6/2022,2022,PACE,Orange,AltaMed Senior Care,AltaMed Senior Care,Full-Dual,4221.85,4426.99,4649.88,5891.84
01/2022-6/2022,2022,PACE,Orange,AltaMed Senior Care,AltaMed Senior Care,Non-Dual,7058.63,7409.78,7791.38,10162.78
01/2022-6/2022,2022,PACE,San Bernardino,Neighborhood Healthcare,Neighborhood Healthcare,Full-Dual,4113.29,4319.92,4544.49,5164.21
01/2022-6/2022,2022,PACE,San Bernardino,Neighborhood Healthcare,Neighborhood Healthcare,Non-Dual,7291.93,7661.84,8063.87,9851.4
01/2022-6/2022,2022,PACE,Riverside,Neighborhood Healthcare,Neighborhood Healthcare,Full-Dual,4113.29,4319.92,4544.49,5164.21
01/2022-6/2022,2022,PACE,Riverside,Neighborhood Healthcare,Neighborhood Healthcare,Non-Dual,7291.93,7661.84,8063.87,9851.4
01/2022-6/2022,2022,PACE,Orange,Innovative Integrated Health,Innovative Integrated Health,Full-Dual,4390.86,4606.32,4840.44,5891.84
01/2022-6/2022,2022,PACE,Orange,Innovative Integrated Health,Innovative Integrated Health,Non-Dual,7540.07,7918.41,8329.59,10162.78
07/2022-12/2022,2022,PACE,San Joaquin,Stockton PACE,Stockton PACE,Full-Dual,5541.5,5809.24,6100.15,5934.45
07/2022-12/2022,2022,PACE,San Joaquin,Stockton PACE,Stockton PACE,Non-Dual,7823.31,8209.58,8629.34,9999.65
07/2022-12/2022,2022,PACE,Stanislaus,Stockton PACE,Stockton PACE,Full-Dual,5541.5,5809.24,6100.15,5934.45
07/2022-12/2022,2022,PACE,Stanislaus,Stockton PACE,Stockton PACE,Non-Dual,7823.31,8209.58,8629.34,9999.65
07/2022-12/2022,2022,PACE,San Diego,Family Health Center,Family Health Center,Full-Dual,4501.37,4719.82,4957.18,5566.11
07/2022-12/2022,2022,PACE,San Diego,Family Health Center,Family Health Center,Non-Dual,7153.78,7509.56,7896.19,9334.48
07/2022-12/2022,2022,PACE,San Diego,Gary & Mary West,Gary & Mary West,Full-Dual,4897.56,5135.24,5393.5,5566.11
07/2022-12/2022,2022,PACE,San Diego,Gary & Mary West,Gary & Mary West,Non-Dual,7403.93,7772.15,8172.31,9334.48
07/2022-12/2022,2022,PACE,Los Angeles,Pacific PACE,Pacific PACE,Full-Dual,4882.9,5119.56,5376.69,6422.25
07/2022-12/2022,2022,PACE,Los Angeles,Pacific PACE,Pacific PACE,Non-Dual,8233.15,8642.16,9086.64,9413.8
07/2022-12/2022,2022,PACE,Kern,Bakersfield,Bakersfield,Full-Dual,4690.11,4916.09,5161.61,5491.23
07/2022-12/2022,2022,PACE,Kern,Bakersfield,Bakersfield,Non-Dual,6503.85,6823.95,7171.78,10343.86
07/2022-12/2022,2022,PACE,Tulare,Bakersfield,Bakersfield,Full-Dual,4690.11,4916.09,5161.61,5491.23
07/2022-12/2022,2022,PACE,Tulare,Bakersfield,Bakersfield,Non-Dual,6503.85,6823.95,7171.78,10343.86
07/2022-12/2022,2022,PACE,Los Angeles,LA Coast,LA Coast,Full-Dual,4882.9,5119.56,5376.69,6422.25
07/2022-12/2022,2022,PACE,Los Angeles,LA Coast,LA Coast,Non-Dual,8233.15,8642.16,9086.64,9413.8
07/2022-12/2022,2022,PACE,San Joaquin,Central Valley,Central Valley,Full-Dual,5583.06,5852.81,6145.9,5934.45
07/2022-12/2022,2022,PACE,San Joaquin,Central Valley,Central Valley,Non-Dual,7881.96,8271.13,8694.04,9999.65
07/2022-12/2022,2022,PACE,Stanislaus,Central Valley,Central Valley,Full-Dual,5583.06,5852.81,6145.9,5934.45
07/2022-12/2022,2022,PACE,Stanislaus,Central Valley,Central Valley,Non-Dual,7881.96,8271.13,8694.04,9999.65
07/2022-12/2022,2022,PACE,Sacramento,InnovAge,InnovAge,Full-Dual,5142.73,5395.26,5669.67,6084.18
07/2022-12/2022,2022,PACE,Sacramento,InnovAge,InnovAge,Non-Dual,7900.18,8295.21,8724.52,9606.74
07/2022-12/2022,2022,PACE,Fresno,Sequoia,Sequoia,Full-Dual,4582.85,4806.0,5048.47,5384.69
07/2022-12/2022,2022,PACE,Fresno,Sequoia,Sequoia,Non-Dual,7930.83,8326.55,8756.59,9013.35
07/2022-12/2022,2022,PACE,Kings,Sequoia,Sequoia,Full-Dual,4582.85,4806.0,5048.47,5384.69
07/2022-12/2022,2022,PACE,Kings,Sequoia,Sequoia,Non-Dual,7930.83,8326.55,8756.59,9013.35
07/2022-12/2022,2022,PACE,Madera,Sequoia,Sequoia,Full-Dual,4582.85,4806.0,5048.47,5384.69
07/2022-12/2022,2022,PACE,Madera,Sequoia,Sequoia,Non-Dual,7930.83,8326.55,8756.59,9013.35
07/2022-12/2022,2022,PACE,Tulare,Sequoia,Sequoia,Full-Dual,4582.85,4806.0,5048.47,5384.69
07/2022-12/2022,2022,PACE,Tulare,Sequoia,Sequoia,Non-Dual,7930.83,8326.55,8756.59,9013.35
07/2022-12/2022,2022,PACE,San Francisco,North East Medical Services,North East Medical Services,Full-Dual,8278.99,8674.49,9104.17,8796.24
07/2022-12/2022,2022,PACE,San Francisco,North East Medical Services,North East Medical Services,Non-Dual,9136.77,9588.39,10079.16,12941.15
07/2022-12/2022,2022,PACE,Orange,AltaMed Senior Care,AltaMed Senior Care,Full-Dual,4221.85,4426.99,4649.88,5891.84
07/2022-12/2022,2022,PACE,Orange,AltaMed Senior Care,AltaMed Senior Care,Non-Dual,7058.63,7409.78,7791.38,10159.04
07/2022-12/2022,2022,PACE,San Bernardino,Neighborhood Healthcare,Neighborhood Healthcare,Full-Dual,4113.29,4319.92,4544.49,5164.21
07/2022-12/2022,2022,PACE,San Bernardino,Neighborhood Healthcare,Neighborhood Healthcare,Non-Dual,7291.93,7661.84,8063.87,9847.74
07/2022-12/2022,2022,PACE,Riverside,Neighborhood Healthcare,Neighborhood Healthcare,Full-Dual,4113.29,4319.92,4544.49,5164.21
07/2022-12/2022,2022,PACE,Riverside,Neighborhood Healthcare,Neighborhood Healthcare,Non-Dual,7291.93,7661.84,8063.87,9847.74
07/2022-12/2022,2022,PACE,Orange,Innovative Integrated Health,Innovative Integrated Health,Full-Dual,4390.86,4606.32,4840.44,5891.84
07/2022-12/2022,2022,PACE,Orange,Innovative Integrated Health,Innovative Integrated Health,Non-Dual,7540.07,7918.41,8329.59,10159.04
01/2022-6/2022,2022,PACE,El Dorado,InnovAge,InnovAge,Full-Dual,5142.73,5395.26,5669.67,6084.18
01/2022-6/2022,2022,PACE,El Dorado,InnovAge,InnovAge,Non-Dual,7900.18,8295.21,8724.52,9609.57
07/2022-12/2022,2022,PACE,El Dorado,InnovAge,InnovAge,Full-Dual,5142.73,5395.26,5669.67,6084.18
07/2022-12/2022,2022,PACE,El Dorado,InnovAge,InnovAge,Non-Dual,7900.18,8295.21,8724.52,9606.74
01/2022-6/2022,2022,PACE,Placer,InnovAge,InnovAge,Full-Dual,5142.73,5395.26,5669.67,6084.18
01/2022-6/2022,2022,PACE,Placer,InnovAge,InnovAge,Non-Dual,7900.18,8295.21,8724.52,9609.57
07/2022-12/2022,2022,PACE,Placer,InnovAge,InnovAge,Full-Dual,5142.73,5395.26,5669.67,6084.18
07/2022-12/2022,2022,PACE,Placer,InnovAge,InnovAge,Non-Dual,7900.18,8295.21,8724.52,9606.74
01/2022-6/2022,2022,PACE,San Joaquin,InnovAge,InnovAge,Full-Dual,5142.73,5395.26,5669.67,6084.18
01/2022-6/2022,2022,PACE,San Joaquin,InnovAge,InnovAge,Non-Dual,7900.18,8295.21,8724.52,9609.57
07/2022-12/2022,2022,PACE,San Joaquin,InnovAge,InnovAge,Full-Dual,5142.73,5395.26,5669.67,6084.18
07/2022-12/2022,2022,PACE,San Joaquin,InnovAge,InnovAge,Non-Dual,7900.18,8295.21,8724.52,9606.74
01/2022-6/2022,2022,PACE,Sutter,InnovAge,InnovAge,Full-Dual,5142.73,5395.26,5669.67,6084.18
01/2022-6/2022,2022,PACE,Sutter,InnovAge,InnovAge,Non-Dual,7900.18,8295.21,8724.52,9609.57
07/2022-12/2022,2022,PACE,Sutter,InnovAge,InnovAge,Full-Dual,5142.73,5395.26,5669.67,6084.18
07/2022-12/2022,2022,PACE,Sutter,InnovAge,InnovAge,Non-Dual,7900.18,8295.21,8724.52,9606.74
01/2022-6/2022,2022,PACE,Yuba,InnovAge,InnovAge,Full-Dual,5142.73,5395.26,5669.67,6084.18
01/2022-6/2022,2022,PACE,Yuba,InnovAge,InnovAge,Non-Dual,7900.18,8295.21,8724.52,9609.57
07/2022-12/2022,2022,PACE,Yuba,InnovAge,InnovAge,Full-Dual,5142.73,5395.26,5669.67,6084.18
07/2022-12/2022,2022,PACE,Yuba,InnovAge,InnovAge,Non-Dual,7900.18,8295.21,8724.52,9606.74
07/2022-12/2022,2022,PACE,Los Angeles,ConcertoHealth PACE,ConcertoHealth PACE,Full-Dual,5064.81,5315.17,5587.29,6422.25
07/2022-12/2022,2022,PACE,Los Angeles,ConcertoHealth PACE,ConcertoHealth PACE,Non-Dual,8545.47,8979.52,9451.38,9413.8
01/2023-12/2023,2023,PACE,Los Angeles,AltaMed Senior Care,AltaMed Senior Care,Full-Dual - UIS Federally Eligible,148.67,155.75,163.45,227.95
01/2023-12/2023,2023,PACE,Los Angeles,AltaMed Senior Care,AltaMed Senior Care,Non-Dual - UIS Federally Eligible,1045.67,1096.87,1152.49,1652.34
01/2023-12/2023,2023,PACE,Los Angeles,AltaMed Senior Care,AltaMed Senior Care,Full-Dual - UIS State-Only,4806.96,5035.97,5284.77,7365.24
01/2023-12/2023,2023,PACE,Los Angeles,AltaMed Senior Care,AltaMed Senior Care,Non-Dual - UIS State-Only,5925.48,6215.58,6530.8,9245.23
01/2023-12/2023,2023,PACE,Los Angeles,AltaMed Senior Care,AltaMed Senior Care,Full-Dual - SIS,4123.63,4320.08,4533.52,6329.53
01/2023-12/2023,2023,PACE,Los Angeles,AltaMed Senior Care,AltaMed Senior Care,Non-Dual - SIS,5998.34,6292.01,6611.11,9373.82
01/2023-12/2023,2023,PACE,Los Angeles,Brandman Centers For Senior Care,Brandman Centers For Senior Care,Full-Dual - UIS Federally Eligible,154.13,161.53,169.57,227.95
01/2023-12/2023,2023,PACE,Los Angeles,Brandman Centers For Senior Care,Brandman Centers For Senior Care,Non-Dual - UIS Federally Eligible,1235.4,1296.8,1363.52,1652.34
01/2023-12/2023,2023,PACE,Los Angeles,Brandman Centers For Senior Care,Brandman Centers For Senior Care,Full-Dual - UIS State-Only,4983.54,5222.78,5482.71,7365.24
01/2023-12/2023,2023,PACE,Los Angeles,Brandman Centers For Senior Care,Brandman Centers For Senior Care,Non-Dual - UIS State-Only,7000.61,7348.54,7726.64,9245.23
01/2023-12/2023,2023,PACE,Los Angeles,Brandman Centers For Senior Care,Brandman Centers For Senior Care,Full-Dual - SIS,4281.39,4486.92,4710.23,6329.53
01/2023-12/2023,2023,PACE,Los Angeles,Brandman Centers For Senior Care,Brandman Centers For Senior Care,Non-Dual - SIS,6980.17,7327.08,7704.08,9373.82
01/2023-12/2023,2023,PACE,Orange,CalOptima,CalOptima,Full-Dual - UIS Federally Eligible,137.91,144.62,151.91,223.12
01/2023-12/2023,2023,PACE,Orange,CalOptima,CalOptima,Non-Dual - UIS Federally Eligible,1308.41,1374.15,1445.6,1796.36
01/2023-12/2023,2023,PACE,Orange,CalOptima,CalOptima,Full-Dual - UIS State-Only,4458.96,4676.01,4911.85,7207.44
01/2023-12/2023,2023,PACE,Orange,CalOptima,CalOptima,Non-Dual - UIS State-Only,7414.33,7786.87,8191.74,10064.63
01/2023-12/2023,2023,PACE,Orange,CalOptima,CalOptima,Full-Dual - SIS,3826.16,4012.4,4214.77,6195.46
01/2023-12/2023,2023,PACE,Orange,CalOptima,CalOptima,Non-Dual - SIS,6708.08,7045.13,7411.44,10203.75
01/2023-12/2023,2023,PACE,Alameda,Center For Elders Independence (CEI),Center For Elders Independence (CEI),Full-Dual - UIS Federally Eligible,212.27,222.8,234.24,247.95
01/2023-12/2023,2023,PACE,Alameda,Center For Elders Independence (CEI),Center For Elders Independence (CEI),Non-Dual - UIS Federally Eligible,1413.2,1484.55,1562.09,1858.99
01/2023-12/2023,2023,PACE,Alameda,Center For Elders Independence (CEI),Center For Elders Independence (CEI),Full-Dual - UIS State-Only,6863.51,7203.83,7573.65,8015.18
01/2023-12/2023,2023,PACE,Alameda,Center For Elders Independence (CEI),Center For Elders Independence (CEI),Non-Dual - UIS State-Only,8008.16,8412.46,8851.86,10459.15
01/2023-12/2023,2023,PACE,Alameda,Center For Elders Independence (CEI),Center For Elders Independence (CEI),Full-Dual - SIS,5890.95,6183.05,6500.47,6887.92
01/2023-12/2023,2023,PACE,Alameda,Center For Elders Independence (CEI),Center For Elders Independence (CEI),Non-Dual - SIS,8060.78,8467.74,8910.02,10582.65
01/2023-12/2023,2023,PACE,Contra Costa,Center For Elders Independence (CEI),Center For Elders Independence (CEI),Full-Dual - UIS Federally Eligible,211.35,221.82,233.2,226.64
01/2023-12/2023,2023,PACE,Contra Costa,Center For Elders Independence (CEI),Center For Elders Independence (CEI),Non-Dual - UIS Federally Eligible,1456.09,1529.61,1609.52,1832.83
01/2023-12/2023,2023,PACE,Contra Costa,Center For Elders Independence (CEI),Center For Elders Independence (CEI),Full-Dual - UIS State-Only,6833.64,7172.28,7540.27,7302.82
01/2023-12/2023,2023,PACE,Contra Costa,Center For Elders Independence (CEI),Center For Elders Independence (CEI),Non-Dual - UIS State-Only,8251.16,8667.81,9120.63,10228.24
01/2023-12/2023,2023,PACE,Contra Costa,Center For Elders Independence (CEI),Center For Elders Independence (CEI),Full-Dual - SIS,5860.34,6150.74,6466.32,6293.98
01/2023-12/2023,2023,PACE,Contra Costa,Center For Elders Independence (CEI),Center For Elders Independence (CEI),Non-Dual - SIS,8034.21,8439.9,8880.82,10529.06
01/2023-12/2023,2023,PACE,Fresno,Innovative Integrated Health,Innovative Integrated Health,Full-Dual - UIS Federally Eligible,131.14,137.33,144.04,195.86
01/2023-12/2023,2023,PACE,Fresno,Innovative Integrated Health,Innovative Integrated Health,Non-Dual - UIS Federally Eligible,885.31,928.35,975.12,1641.09
01/2023-12/2023,2023,PACE,Fresno,Innovative Integrated Health,Innovative Integrated Health,Full-Dual - UIS State-Only,4240.35,4440.22,4657.35,6336.34
01/2023-12/2023,2023,PACE,Fresno,Innovative Integrated Health,Innovative Integrated Health,Non-Dual - UIS State-Only,5016.76,5260.67,5525.7,9197.22
01/2023-12/2023,2023,PACE,Fresno,Innovative Integrated Health,Innovative Integrated Health,Full-Dual - SIS,3637.67,3809.13,3995.4,5441.27
01/2023-12/2023,2023,PACE,Fresno,Innovative Integrated Health,Innovative Integrated Health,Non-Dual - SIS,5125.48,5374.67,5645.45,9357.25
01/2023-12/2023,2023,PACE,San Bernardino,InnovAge,InnovAge,Full-Dual - UIS Federally Eligible,143.92,151.05,158.8,192.0
01/2023-12/2023,2023,PACE,San Bernardino,InnovAge,InnovAge,Non-Dual - UIS Federally Eligible,1275.9,1340.08,1409.82,1731.96
01/2023-12/2023,2023,PACE,San Bernardino,InnovAge,InnovAge,Full-Dual - UIS State-Only,4653.37,4884.03,5134.68,6208.73
01/2023-12/2023,2023,PACE,San Bernardino,InnovAge,InnovAge,Non-Dual - UIS State-Only,7230.11,7593.76,7988.98,9708.95
01/2023-12/2023,2023,PACE,San Bernardino,InnovAge,InnovAge,Full-Dual - SIS,3997.74,4195.9,4411.24,5331.72
01/2023-12/2023,2023,PACE,San Bernardino,InnovAge,InnovAge,Non-Dual - SIS,7242.14,7606.39,8002.27,9837.06
01/2023-12/2023,2023,PACE,Riverside,InnovAge,InnovAge,Full-Dual - UIS Federally Eligible,143.92,151.05,158.8,192.0
01/2023-12/2023,2023,PACE,Riverside,InnovAge,InnovAge,Non-Dual - UIS Federally Eligible,1275.9,1340.08,1409.82,1731.96
01/2023-12/2023,2023,PACE,Riverside,InnovAge,InnovAge,Full-Dual - UIS State-Only,4653.37,4884.03,5134.68,6208.73
01/2023-12/2023,2023,PACE,Riverside,InnovAge,InnovAge,Non-Dual - UIS State-Only,7230.11,7593.76,7988.98,9708.95
01/2023-12/2023,2023,PACE,Riverside,InnovAge,InnovAge,Full-Dual - SIS,3997.74,4195.9,4411.24,5331.72
01/2023-12/2023,2023,PACE,Riverside,InnovAge,InnovAge,Non-Dual - SIS,7242.14,7606.39,8002.27,9837.06
01/2023-12/2023,2023,PACE,Alameda,On Lok Lifeways,On Lok Lifeways,Full-Dual - UIS Federally Eligible,236.19,247.54,259.87,247.95
01/2023-12/2023,2023,PACE,Alameda,On Lok Lifeways,On Lok Lifeways,Non-Dual - UIS Federally Eligible,1225.87,1287.25,1353.96,1858.99
01/2023-12/2023,2023,PACE,Alameda,On Lok Lifeways,On Lok Lifeways,Full-Dual - UIS State-Only,7636.8,8003.84,8402.62,8015.18
01/2023-12/2023,2023,PACE,Alameda,On Lok Lifeways,On Lok Lifeways,Non-Dual - UIS State-Only,6946.61,7294.43,7672.44,10459.15
01/2023-12/2023,2023,PACE,Alameda,On Lok Lifeways,On Lok Lifeways,Full-Dual - SIS,6558.36,6873.56,7216.03,6887.92
01/2023-12/2023,2023,PACE,Alameda,On Lok Lifeways,On Lok Lifeways,Non-Dual - SIS,7076.21,7430.52,7815.58,10582.65
01/2023-12/2023,2023,PACE,Santa Clara,On Lok Lifeways,On Lok Lifeways,Full-Dual - UIS Federally Eligible,246.86,258.74,271.66,259.44
01/2023-12/2023,2023,PACE,Santa Clara,On Lok Lifeways,On Lok Lifeways,Non-Dual - UIS Federally Eligible,1395.21,1464.75,1540.33,1782.89
01/2023-12/2023,2023,PACE,Santa Clara,On Lok Lifeways,On Lok Lifeways,Full-Dual - UIS State-Only,7981.68,8366.07,8783.72,8390.4
01/2023-12/2023,2023,PACE,Santa Clara,On Lok Lifeways,On Lok Lifeways,Non-Dual - UIS State-Only,7906.19,8300.28,8728.55,9994.12
01/2023-12/2023,2023,PACE,Santa Clara,On Lok Lifeways,On Lok Lifeways,Full-Dual - SIS,6857.11,7187.35,7546.15,7203.61
01/2023-12/2023,2023,PACE,Santa Clara,On Lok Lifeways,On Lok Lifeways,Non-Dual - SIS,8019.16,8418.87,8853.26,10111.15
01/2023-12/2023,2023,PACE,San Francisco,On Lok Lifeways,On Lok Lifeways,Full-Dual - UIS Federally Eligible,298.94,312.94,328.15,310.59
01/2023-12/2023,2023,PACE,San Francisco,On Lok Lifeways,On Lok Lifeways,Non-Dual - UIS Federally Eligible,1585.5,1663.46,1748.17,2287.82
01/2023-12/2023,2023,PACE,San Francisco,On Lok Lifeways,On Lok Lifeways,Full-Dual - UIS State-Only,9665.86,10118.49,10610.2,10034.55
01/2023-12/2023,2023,PACE,San Francisco,On Lok Lifeways,On Lok Lifeways,Non-Dual - UIS State-Only,8984.53,9426.29,9906.32,12419.82
01/2023-12/2023,2023,PACE,San Francisco,On Lok Lifeways,On Lok Lifeways,Full-Dual - SIS,8298.81,8687.42,9109.59,8622.89
01/2023-12/2023,2023,PACE,San Francisco,On Lok Lifeways,On Lok Lifeways,Non-Dual - SIS,8807.19,9240.23,9710.79,13106.31
01/2023-12/2023,2023,PACE,Humboldt,Redwood Coast,Redwood Coast,Full-Dual - UIS Federally Eligible,194.96,204.2,214.25,261.02
01/2023-12/2023,2023,PACE,Humboldt,Redwood Coast,Redwood Coast,Non-Dual - UIS Federally Eligible,1465.23,1536.95,1614.88,2110.11
01/2023-12/2023,2023,PACE,Humboldt,Redwood Coast,Redwood Coast,Full-Dual - UIS State-Only,6303.57,6602.58,6927.42,8437.51
01/2023-12/2023,2023,PACE,Humboldt,Redwood Coast,Redwood Coast,Non-Dual - UIS State-Only,8302.96,8709.37,9150.99,11834.48
01/2023-12/2023,2023,PACE,Humboldt,Redwood Coast,Redwood Coast,Full-Dual - SIS,5415.44,5672.32,5951.39,7247.22
01/2023-12/2023,2023,PACE,Humboldt,Redwood Coast,Redwood Coast,Non-Dual - SIS,8494.08,8909.84,9361.63,11988.01
01/2023-12/2023,2023,PACE,San Diego,San Diego PACE,San Diego PACE,Full-Dual - UIS Federally Eligible,147.11,154.22,161.94,206.09
